Generation,BestFitness,AverageFitness,SpeciesCount,AverageComplexity,ChampionSteps
267,417.400000,324.865333,98,27.766667,416.400000
268,417.400000,329.233333,98,27.800000,416.400000
269,417.600000,325.392000,98,28.020000,416.600000
270,417.600000,322.106667,98,27.526667,416.600000
271,417.600000,318.560000,98,27.846667,416.600000
272,417.600000,320.109333,98,27.833333,416.600000
273,417.600000,326.169333,98,28.086667,416.600000
274,417.600000,335.662667,98,27.826667,416.600000
275,417.600000,325.645333,98,27.960000,416.600000
276,417.600000,322.054667,99,27.820000,416.600000
277,417.600000,323.252000,99,27.406667,416.600000
278,417.600000,318.677333,99,27.940000,416.600000
279,417.600000,331.749333,99,27.746667,416.600000
280,417.600000,334.294667,99,27.906667,416.600000
281,417.600000,337.225333,99,27.626667,416.600000
282,417.600000,323.793333,100,27.606667,416.600000
283,417.600000,324.252000,100,27.706667,416.600000
284,417.600000,322.201333,100,27.793333,416.600000
285,417.600000,331.742667,100,27.800000,416.600000
286,417.600000,325.933333,100,27.213333,416.600000
287,417.600000,335.876000,100,27.933333,416.600000
288,417.600000,326.316000,100,27.840000,416.600000
289,417.600000,331.732000,100,27.706667,416.600000
290,417.600000,312.456000,100,27.593333,416.600000
291,417.600000,333.197333,100,27.913333,416.600000
292,417.600000,319.317333,100,27.513333,416.600000
293,417.600000,316.384000,100,27.886667,416.600000
294,417.600000,332.108000,100,27.760000,416.600000
295,417.600000,325.180000,100,27.873333,416.600000
296,417.600000,327.534667,100,27.633333,416.600000
297,417.600000,331.248000,100,27.866667,416.600000
298,417.600000,320.929333,100,27.806667,416.600000
299,417.600000,329.865333,101,27.213333,416.600000
